internet,netdome,abortion,buyamer,condoms1,deathpen,goodeduc,gun,marijuan,moreinc,politics,pollut,sexmarr,liberal,age,educ,emplmerg,income,gender,citysize
1,4,2,6,6,4,4,3,6,6,5,4,1,4,37,3,2,1,0,4
1,4,1,5,2,5,2,5,1,5,2,4,2,2,27,4,2,5,0,1
1,5,3,4,3,4,3,5,3,5,3,3,3,2,37,5,1,6,1,1
1,2,4,3,4,4,2,2,2,2,2,4,2,3,36,4,1,10,0,4
1,6,6,4,5,6,3,1,6,5,1,4,1,1,40,3,4,7,0,3
2,1,1,4,1,2,4,1,1,5,3,4,1,2,44,5,1,15,1,4
1,1,3,2,3,4,3,1,2,3,4,5,3,2,38,4,1,6,1,1
1,1,1,5,1,6,3,5,1, ,4,4,1,5,36,4,1,9,1,2
1,6,1,1,6,4,2,1,1,6,3,3,3,4,37,3,2,6,0,2
1,2,6,6,1,1,1,1,6,1,5,3,1,1,67,4,3,4,0,4
1,2,1,3,2,5,2,5,2,5,4,3,1, ,41,5,1, ,1,3
1,5,1,4,4,4,2,3,1,4,3,4,3,3,30,4,1,9,1,2
2,1,4,6,3,4,2,1,1,1,1,4,4,2,32,3,2,4,0,1
1,2,1,5,4,4,3,4,2,4,2,4,4,3,32,5,4,9,0,4
2,1,6,4,4,6,5,3,2,4,2,4,2,3,38,3,1,11,0,3
1,2,3,2,5,4,4,4,3,3,4,4,2,1,32,3,4,1,1,2
1,2,1,2,1,6,4,4,3,4,2,5,1,3,31,3,1,6,1,3
1,3,6,6,4,4,2,1,4,6,5,6,3,4,41,5,1,10,1,4
2,1,5,6,5,6,5,1,6,6,2,4,1,3,37,4,1,10,1,4
1,1,6,5,5,4,2,1,4,3,2,5,5,4,47,4,1,15,0,4
1,2,1,6,1,6,3,3,1,6,2,6,1,1,36,3,4,5,1,1
1,1,1,1,6,6,3,1,1,4,1,3,1,1,27,3,1,12,0,4
1,1,5,4,1,4,1,2,4,5,6,4,4,3,33,5,1,15,1,3
2,1,4,6,3,5,4,4,1,4,4,3,2,3,34,5,1,8,1,1
1,6,6,5,3,6,2,1,1,2,4,3,1,2,70,3,2,5,0,4
2,5,5,6,2,6,1,1,1,5,1,5,4,3,31,5,1,6,1,4
1,1,2,5,1,6,1,1,6,4,4,1,1,3,36,3,1,10,1,3
1,1,6,3,6,4,2,1,4,6,3,5,2,2,40,6,1,11,0,1
2,2,6,4,5,4,2,1,4,3,2,3,4,3,33,6,1,12,0,2
1,5,4,4,4,5,2,1,1,4,1,4,1,2,32,4,1,8,0,1
1,1,4,3,5,4,5,2,1,6,1,4,5,1,28,4,1,3,0,1
1,2,6,5,3,6,2,1,3,2,1,4,1,3,33,3,1,7,0,1
1,1,1,2,3,4,2,1,4,4,2,2,3,3,32,3,1,2,0,1
2,1,4,5,2,5,4,2,3,4,2,5,4,3,34,4,1,12,1,4
1,3,5,3,4,1,5,1,3,5,3,4,1,3,31,4,4,6,0,4
1,3,1,6,1,6,5,6,1,3,4,2,1,1,69,4,3,3,1,2
2,3,1,5,4,4,1,1,5,5,4,3,2,2,47,4,1,8,0,2
1,4,5,4,5,4,1,1,4,6,6,6,3,4,38,5,1,6,1,4
2,1,1,6,1,5,1,1,1,6,2,2,1, ,34,5,2, ,1,3
1,1,1,6,1,1,3,1,1,6,3,3,1,3,29,4,2,10,0,4
1,6,1,6,1,3,3,3,1,1,4,4,1,3,72,4,3,10,0,2
2,1,5,6,1,6,2,4,3,3,1,3,1,2,38,3,1,9,1,1
 ,3,4,4,4,4,3,3,3,2,4,4,3,3,47, ,4,1,1,3
1,6,2,4,6,4,1,1,1,1,1,1,1,2,75,3,3,1,0,1
2,1,6,5,6,3,2,1,6,5,5,4,2,4,31,6,1,15,1,4
2,1,6,1,6,6,6,1,1,1,6,6,6,3,64,4,2,4,0,1
1,3,1,6,2, ,2,1,5,2,3,4,2,3,53,3,2,8,0,3
1,5,6,3,6,6,2,1,1,6,3,5,6,3,31,3,4,11,0,3
1,5,5,5,5,6,4,4,4,3,2,2,4,2,54,3,1,10,1,2
2,1,4,3,5,3,2,1,1,6,4,4,5,2,22,5,1,4,0,1
2,2,6,3,4,5,3,1,3,3,2,4,6,3,30,6,2,7,0,2
1,6,3,6,6,6,4,4,5,5,4,5,4,1,53,1,4, ,1,1
2,2,1,5,1,6,2,5,1,3,5,5,1,2,56,4,1,11,1,1
1,5,6,4,2,4,1,5,6,4,1,5,1,3,37,2,1,2,1,2
1,4,4,5,5,6,2,1,1,2,1,4,1,2,59,3,3,4,0,3
1,2,1,1,1,1,3,1,1,5,1,1,1,2,33,4,1,8,0,4
1,2,6,6,4,6,4,6,1,4,1,1,1,3,27,4,1,6,1,4
1,6,1,6,6,6,1,6,6,6,1,4,1,2,28,4,1,9,1,2
1,1,1,3,1,1,1,1,1,6,2,3,1,4,22,3,4,1,1,1
1,6,1,4,5,3,3,1,1,1,2,5,1,3,75,3,4,5,0,4
2,1,2,3,4,4,3,1,3,3,4,3,2,2,60,6,3,15,1,3
1,6,1,5,1,6,2,6,1,3,4,4,1,2,66,3,1,6,1,3
1,1,6,5,5,5,4,1,1,6,1,4,1,3,34,4,1,10,0,3
2,2,6,1,6,1,2,1,6,5,5,5,4,4,33,6,1,11,1,3
2,1,6,6,6,6,1,5,6,1,2,5,6,2,61,4,4,15,0,2
2,2,4,2,3,1,1,1,4,6,1,4,3,3,30,6,1,11,0,4
1,6,3,5,3,1,6,5,5,3,3,3,1,3,78,3,3,1,0,2
2,1,1,3,1,3,3,3,1,6,2,2,1,2,33,5,1,14,0,4
2,1,2,5,3,5,2,2,1,6,2,4,4,3,30,5,1, ,0,2
1,2,6,6,6,2,5,3,6,2,4,4,4,4,61,5,3,2,0,3
2,6,6,6,6,6,6,6,1,6,6,1,6,5,35,4,1,4,1,3
 ,6,6,5,5,6,2,1,2,5,5,4,6,3,31,4,4,10,0,4
1,6,1,3,3,4,3,1,1,6,1,1,1, ,38,2,1, ,1,1
1,6,1,6,5,5,5,3,1,3,4,4,1,3,33,2,1,6,0,1
1,6,1,3,2,5,2,1,3,2,1,5,2,2,46,4,1,9,0,3
2,1,1,6,1,4,3,4,4,6,2,3,1,2,34,3,1,8,1,3
1,4,4,4,1,3,1,1,3,1,1,1,1,1,30,3,2,2,0,2
1,2,1,6,2,6,3,4,1,4,1,5,1,2,32,3,1,10,0,1
1,4,3,4,5,6,3,5,4,4,3,4,1,3,21,3,1,10,0,4
 ,3,2,6,5,5,4,1,1,5,6,5,1,2,46,6,1,12,1,2
2,1,6, ,6, , , , , , , , ,3,21,3,1,6,0,1
1,6,6,1,6,6,1,1,6,6,6,1,1,2,43,4,1,11,1,4
1,6,5,6,1,6,5,4,1,2,3,6,1,2,58,3,1,11,1,1
2,2,5,5,2,6,4,2,3,4,4,4,2,3,32,6,1,7,1,3
1,3,5,4,5,6,5,2,2,5,2,5,5,3,58,6,1,14,1,4
2,1,3,4,5,6,6,3,5,6,1,4,3,3,25,3,1,3,1,3
1,1,1, , ,6,2,4,5,2,5, ,1,2,35,3,1,6,1,2
1,2,1,5,5,5,3,4,5,4,3,3,4,4,41,3,1,2,0,1
1,5,1,5,3,6,4,6,3, ,4,4,1,2,37,3,4,4,0,1
1,3,6,6,6,6,5,5,6,3,1,4,1,4,37,3,1,15,1,4
1,5,1,6,5,6,1,1,4,6,5,4,1,3,30,4,1,3,1,4
2,1,6,2,6,6,4,4,4,2,2,2,3,2,33,5,1,10,1,3
1,1,4,5,3,4,1,4,2,3,2,2,1,2,48,4,2,9,0,2
1,1,1,1,1,6,4,1,1,6,1,1,1,3,30,4,1,11,1,3
1,2,1,5,1,5,2,4,1,3,5,2,1,2,57,5,4,15,0,4
2,2,5,2,1,6,2,2,3,4,2,2,1,2,48,6,1,12,1,4
1,1,6,1,6,2,3,1,5,3,1,6,6,4,51,4,1,14,0,4
1,4,4,3,4,4,4,1,1,3,1,5,5,2,75,2,4,2,0,4
2,1,1,4,2,4,3,3,1,4,3,3,1,3,33,3,4,11,0,1
2,1,6,5,2,4,2,1,3,4,3,3,4,2,34,6,1,13,1,4
2,1,5,2,2,5,2,1,3,4,1,4,1,2,40,5,4,15,0,4
1,2,5,2,1,6,4,3,3,6,5,3,1, ,50,5,1,8,1,3
1,2,6,1,6,1,4,1,6,4,5,6,6,4,51,6,1,10,0,3
1,2,4,4,4,4,4,3,2,3,3,4,1,3,39,4,1,5,1,4
1,3,1,5,1,2,4,1,1,3,2,4,1, ,50,6,1, ,1,4
1,6,3,6,5,6,4,1,3,6,4,3,3,3,37,3,1,6,1,1
1,4,4,4,4,5,1,1,1,4,3,2,1,3,65,3,4,7,0,2
1,6,1,6,6,4,6,4,3,6,1,5,4,3,52,2,1,2,1,2
1,4,4,4,3,4,3,2,3,3,3,4,3,3,46,5,2,11,0,3
1,6,3,4,5,3,2,3,1,5,1,4,3,3,29,2,4,4,0,4
2,1,4,5,3,5,3,1,2,4,2,4,2,2,37,6,1,13,0,4
1,2,4,5,3,4,2,1,3,2,3,4,4,3,41,5,2,10,0,3
1,4,3,6,5,4,4,4,3,5,1,2,1,3,25,4,1,1,0,1
1,3,1,3,1,4,1,4,1,3,5,5,1,1,31,5,4,14,0,1
1,6,1,6,1,6,4,6,1,3,4,2,1,1,42,3,1,7,1,1
1,3,6,1,1,6,1,1,5,6,2,3,4,3,38,4,4,15,0,4
1,3,1,6,1,5,4,2,6,4,1,3,4,2,36,3,1,10,0,1
1,3,6,3,1,6,4,5,5,1,6,6,1,4,55,3,2,4,1,3
2,1,2,5,4,6,5,1,5,5,5,5,1,3,39,5,1,11,1,3
1,3,3,5,5,6,1,6,1,5,4,4,1,2,25,3,1,7,1,1
2,1,3,5,3,6,2,1,3,5,3,4,2,4,35,3,1,13,1,4
2,1,3,4,3,6,1,1,3,6,5,2,1,2,49,5,1,15,1,3
1,5,6,4,3,4,4,1,3,4,2,4,4,4,40,6,1,14,0,4
2,1,6,5,1,4,2,1,1,5,5,4,5, ,29,6,1, ,1,1
2,1,6,5,2,1,5,1,1,6,5,6,2,3,39,4,4,5,0,2
1,2,4,6,6,6,6,1,3,6,1,5,4,3,34,4,1,12,0,4
1,5,1,5,1,5,1,4,2,2,2,3,1,2,76,3,3, ,1,3
2,1,4,4,3,4,4,1,1,6,2,4,1,3,27,5,1,8,1,2
2,1,1,4,2,4,1,1,1,6,1,4,1,1,31,3,4,9,0,4
2,1,5,2,3,6,4,4,2,6,5,2,1,2,31,6,1,8,1,4
2,1,1,2,4,2,4,1,1,5,1,2,1,2,35,4,4,8,0,2
1,3,3,4,1,5,2,1,3,4,5,2,2, ,65,6,1, ,1,2
1,4,6,6,6,6,1,1,1,6,6,5,5,3,32,6,1,15,0,4
1,4,6,4,6,6,6,1,6,5,6,5,6,4,21,3,4,5,0,3
2,1,6,1,2,6,2,1,1,6,2,3,1,2,33,6,1,12,1,3
2,2,3,4,5,5,4,2,1,5,1,3,3,2,29,4,2, ,0,4
2,1,4,3,2,6,3,1,1,2,6,4,3,2,31,6,1,15,1,3
1,1,6,3,5,3,2,1,2,4,4,2,3,3,25,4,2,7,0,4
1,5,1,3,2,5,2,3,3,5,4,3,1,2,32,5,4,8,0,1
1,6,6,6,4,6,6,6,6,6,3,4,4,2,35,4,1,8,0,4
1,2,1,4,1,6,5,4,1,5,4,2,1,1,33,4,4,2,0,3
1,6,1,5,1,1,3,1,1,5,1,4,3,3,50,3,1,2,0,3
1,2,1,5,5,5,5,2,2,5,2,4,3,3,40,4,2,5,1,3
2,2,1,3,1,6,2,3,2,3,5,1,1,2,37,4,1,10,1,4
1,4,2,5,2,4,2,4,2,5,2,4,1,3,31,3,4,11,0,4
1,6,4,6,5,5,5,5,1,2,5,4,6,5,62,3,1, ,0,2
1,5,3,4,5,2,4,2,2,6,2,3,1,3,29,3,1,6,1,3
1,2,2,3,3,5,4,2,3,4,5,2,2,2,39,6,1,11,1,3
1,2,2,5,1,6,3,2,1,5,2,3,6,2,47,4,1,6,0,3
1,3,5,4,4,5,2,1,1,4,1,1,1,2,54,4,1,6,0,4
1,5,5,2,5,5,2,2,1,3,2,2,2,3,38,3,1,6,1,1
1,1,5,6,5,5,2,2,4,4,1,3,4,2,31,4,1,9,0,2
2,1,6,1,5,4,1,1,6,6,6,3,3,4,38,4,1,10,1,4
2,1,1,4,1,6,2,1,1,5,4,4,1,2,18,4,4,6,0,1
1,3,1,6,6,6,4,1,1,6,2,6,4,3,24,3,1,2,0,1
1,6,1,4,1,4,2,1,1,1,4,3,1,2,83,3,3,1,0,4
1,3,1,4,1,5,6,1,1,6,6,2,1,1,38,6,1,10,1,3
1,4,4,5,5,4,2,2,2,5,3,5,3,4,22,3,4, ,0,3
1,5,4,5,2,5,2,2,2,5,2,3,1,2,76,5,3,14,1,4
1,3,4,3,3,5,4,3,2,5,4,4,2,3,63,4,3,10,1,3
1,5,1,6,5,2,5,4,6,2,1,6,1,1,23,3,1,2,1,2
1,6,6,6,1,6,1,4,4,6,1,6,1,1,82,3,3,5,1,3
1,6,4,6,6,6,3,1,5,5,1,2,1,3,37,4,4,9,0,1
1,6,1,4,1,4,1,4,1,1,3,4,1,2,49,3,4,1,0,1
1,6,4,5,6,2,5,6,1,2,4,4,1,2,53,3,1,2,0,2
1,1,1,6,5,2,1,1,1,5,1,5,2,2,44,6,1, ,0,4
1,4,1,6,3,5,4,3,1,3,3,5,1,1,54,4,1,7,1,4
1,1,6,6,1,6,1,1,1,6,3,3,1,3,26,4,2,3,0,4
1,3,4,6,6,5,2,2,5,6,1,5,6,2,23,3,1,4,1,4
1,6,1,6,1,6,5,6,1,6,5,3,1,1,55,4,1, ,1,2
1,2,2,4,4,3,2,1,1,6,4,4,1,3,40,4,4,4,0,4
1,6,1,6,1,6,6,1,1,1,6,1,1,5,42,3,1,5,0,1
1,3,5,5,5,6,5,2,1,2,3,4,3,3,39,4,1,4,1,3
1,5,5,5,1,4,1,1,1,1,5,4,1,2,66,4,3,11,0,2
1,4,1,5,6,6,4,1,1,6,2,3,4,3,30,4,1,6,1,3
 ,5,1,4,2,5,4,2,2,3,3,3,1,2,65,4,2,12,0,3
1,1,1,5,5,6,4,6,1,5,6,6,1,2,42,6,1,12,0,3
1,2,5,4,5,2,3,3,4,1,5,4,6,4,74,6,3,3,1,3
1,3,5, , ,1,5,1,6,1,1, ,6,4,40,4,1,3,1,3
1,5,4,6,3,3,3,1,6,1,4,3,1,3,80,4,4,2,0,3
1,1,1,2,3,1,4,1,1,6,2,2,1,2,26,3,4,8,0,2
1,4,6,4,5,6,2,1,4,4,4,6,3,2,66,4,3,15,1,4
1,1,1,4,4,4,5,1,1,4,2,5,1,3,33,6,1,9,1,3
2,3,5,4,3,4,4,3,3,5,3,3,2,2,34,6,1,8,1,3
2,1,2,5,4,3,4,3,1,6,1,5,1,3,25,4,1,10,0,2
2,1,1,1,4,6,4,6,1,5,6,2,1,3,72,6,3,15,1,4
1,3,4,4,2, , , , , , ,3, ,3,55,3,2,4,1,4
1,3,1,3,5,5,4,4,6,5,2,3,1,2,22,3,2,4,1,2
1,4,6,6,4,6,4,1,1,6,1,4,3,3,30,3,4,9,0,3
1,6,1,6,1,1,5,6,1,1,1,3,1,1,79,3,3,3,0,1
1,3,5,6,4,5,4,3,4,5,4,5,1, ,51,4,1, ,1,2
1,1,6,5,4,6,3,1,1,5,1,5,6,4,49,4,1,5,0,2
1,5,6,3,5,2,4,6,6,5,1,4,6,3,46,5,4,10,0,1
1,6,6,4,5, ,5,2,3,3,5,4,2,4,72,3,4,6,0,3
2,1,6,5,4,5,4,2,5,5,2,1,3,2,28,5,1,9,1,1
1,6,1,5,6,1,1,1,1,1,6,4,1,2,75,3,3,1,1,2
2,1,6,4,4,4,4,4,2,4,5,3,4,3,59,4,1,6,1,3
1,3,6,5,6,6,4,5,6,3,4,4,4, ,45,3,2, ,1,4
2,2,2,3,5,4,2,1,4,4,1,4,4,3,41,5,1,9,1,3
1,1,1,6,6,4,6,3,6,4,6,3,6,3,45,5,1,12,0,2
1,3,1,2,1,1,5,1,1,1,1,5,1,1,54,3,4,2,0,1
1,2,6,5,2,6,3,4,5,5,1,5,4,3,38,5,1,7,1,3
1,3,4,3,3,4,3,3,4,3,4,3,3, ,35,2,1, ,1,1
1,5,2,4,2,4,4,3,2,3,1,3,3,2,72,2,3,1,1,3
1,5,5,6,5,4,1,4,2,4,5,4,1,2,58,5,1,4,0,3
1,6,1,6,4,2,5,1,6,4,2,2,2,2,37,3,1,6,1,1
1,1,1,5,2,6,3,1,1,4,1,4,4,2,28,3,1,3,0,4
2,1,4,6,6,6,6,1,6,5,1,6,5,4,44,3,1,14,1,4
1,2,2,4,5,4,3,1,1,5,4,5,1,3,54,4,1,4,0,2
1,2,6,2,5,1,3,5,5,5,5,5,4,4,48,4,1,12,1,3
1,4,3,1,6,5,2,2,1,5,6,5,4,4,62,4,3,13,1,4
1,6,4,6,5,3,5,1,1,6,1,5,1, ,65,3,3, ,0,3
2,3,6,4,6,6,1,2,1,6,2,3,5,3,31,6,1,5,0,2
1,2,1,6,1,6,6,1,1,6,2,4,1,1,29,3,2,6,0,1
1,1,1,4,1,4,3,1,3,5,2,3,2,1,29,4,4,6,0,3
1,4,3,4,4,4,4,1,1,4,3,5,3,2,36,5,4,9,0,1
2,1,6,2,5,5,2,1,2,5,5,6,5,5,39,6,1,15,0,4
1,3,1,6,3,3,1,3,1,3,2,3,1,2,35,4,1,8,1,4
2,4,1,4,1,1,3,1,1,3,4,5,1, ,66,3,4,4,0,3
1,6,5,5,2,5,4,5,1,6,3,3,1,2,60,5,1,7,0,3
2,1,6,6,6,6,6,6,1,6,4,6,1,2,33,3,4,7,0,2
1,3,6,4,6,6,3,1,5,4,4,5,3,3,54,4,4,5,0,3
1,4,1,6,3,6,3,1,1,6,4,3,3,2,33,4,1,9,1,3
2,1,1,3,1,6,6,3,1,2,3,2,1, ,27,5,1, ,1,1
1,2,1,2,3,4,4,3,2,5,5,4,1,2,44,4,1,11,1,3
1,1,6,6,6,4,1,4,1,6,6,1,1,1,53,5,1,11,0,4
2,1,4,6,5,4,2,2,4,4,4,5,2,3,32,3,4,3,0,4
1,2,4,6,4,6,5,6,1,6,1,6,6,2,38,4,1,6,1,2
1,2,5,3,2,6,4,2,1,6,3,3,1,3,67,3,2,4,0,4
1,1,4,6,1,6,5,4,5,4,4,2,1,2,51,5,1,14,1,4
1,5,5,5,1,6,4,1,1,2,2,5,1,2,74,1,3,2,1,2
1,4,1,3,1,6,1,1,1,1,6,1,1,1,65,5,3,5,0,2
1,1,1,4,1,5,3,2,2,5,2,4,1,3,30,6,4,1,0,4
1,5,6,6,5,6,1,3,4,6,2,2,3,3,30,5,1,10,1,4
1,6,1,6,6,1,6,1,6,1,1,1,1,2,35,2,4,1,1,1
1,3,1,4,3,3,3,3,1,3,2,4,3,2,27,4,2,2,0,4
1,6,1,6,1,5,4,4,4,4,4,4,1,2,68,4,3,10,1,4
1,2,4,3,3,4,5,1,1,2,1,3,1,3,64,6,3,11,1,4
1,6,1,1,6,6,4,4,6,6,1,6,1,2,41,2,1,7,1,3
1,4,2,4,5,4,4,1,1,4,4,4,2,2,42,4,1,15,1,3
1,6,1,4,6,1,4,1,2,3,1,3,5,3,30,4,1,5,0,4
1,2,2,5,4,5,4,1,1,4,1,1,1, ,46,5,1, ,1,2
2,1,6,5,5,5,5,1,4,4,3,6,4,3,42,5,1,13,1,1
1,1,5,6,6,6,1,6,1,6,5,6,1,2,53,4,1,8,1,3
1,1,6,6,4,6,4,5,3,6,6,4,1,3,70,5,1,15,1,4
1,6,6,1,6,6,6,1,6,4,1,1,1,1,42,3,2,1,0,3
1,6,1,5,1,6,6,1,1,1,4,2,1,2,62,3,1,2,1,3
2,2,1,6,3,4,5,3,2,4,6,4,1,2,44,5,1,10,0,1
2,1,4,5,6,6,4,4,6,5,4,5,1,2,39,3,1,15,1,3
2,1,6,2,6,6,6,3,1,5,4,6,4,3,31,6,1,12,0,4
1,1,4,4,3,3,4,2,3,5,4,4,3,3,34,6,1,10,1,2
1,3,4,6,4,6,3,2,5,2,5,2,5,2,45,4,1,7,1,1
1,3,1,3,5,5,3,2,6,5,4,6,5,2,20,4,4,12,0,3
1,5,1,5,4,5,1,1,1,5,2,5,1,3,47,4,1,1,0,1
1,6,3,5,4,1,4,4,1,6,4,5,1,3,66,6,3,10,0,2
2,1,2,3,1,5,1,1,1,6,3,4,1,2,22,4,1,3,0,4
2,1,6,5,5,5,5,1,5,6,3,5,6,3,26,5,1,5,1,4
2,1,6,5,4,6,4,3,5,3,5,3,3,2,67,5,2,3,1,3
1,3,5,6,6,6,6,1,4,6,1,6,5,4,39,3,1,7,0,3
1,6,6,4,4,1,6,2,3,4,4,4,3,4,72,5,2,12,0,4
2,1,5,6,5,5,3,1,4,5,4,4,3,3,44,4,1,10,0,4
1,6,1,5,4,3,4,1,1,1,5,2,3,3,67,3,3,1,0,2
1,6,6,6,6,2,2,1,1,1,1,6,1,4,76,3,3,7,0,3
1,4,1,6,1,6,4,4,1,6,5,3,1,2,54,5,1,13,1,4
1,2,1,5,1,6,1,4,1,5,1,2,1,1,45,3,1,10,0,4
1,2,4,5,5,4,1,3,2,6,4,4,1,4,36,5,1,12,0,2
1,6,1,6,1,6,1,1,2,3,1,1,1,1,84,4,3,4,0,2
2,1,4,4,5,5,5,2,4,2,3,4,1,2,49,4,1, ,1,2
1,6,6,5,5,4,2,1,6,1,1,2,1,2,60,3,4,1,0,4
1,2,1,1,1,4,6,1,2,1,1,6,1,4,54,3,4,1,0,4
1,4,5,5,1,3,4,1,1,2,1,2,2,2,55,6,2,9,0,4
1,1,1,6,1,6,1,1,1,1,1,6,1,3,80,4,1,5,0,2
2,1,4,4,6,1,1,1,1,5,1,5,6,3,23,4,1,4,0,4
1,5,5,4,2,5,4,4,3,3,2,5,2,2,84,4,3,1,1,4
2,1,4,5,4,6,4,1,6,6,2,4,2,3,43,3,1,11,1,4
1,2,6,6,1,6,2,4,6,5,5,6,6,3,49,4,1,11,0,4
1,6,3,6,4,3,6,5,4,6,2,2,2, ,51,1,2, ,1,3
 ,6,1,2,3,4,1,1,1,4,1,2,1,3,31,4,1,4,0,2
1,3,2,4,3,4,5,3,3,4,2,3,1,3,40,4,1,12,0,2
1,3,4,1,3,5,5,2,1,5,4,4,3,4,37,5,1,4,0,4
1,2,6,4,6,5,5,5,5,4,1,3,4,3,38,3,1,4,1,2
 ,1,2,1,5,1,1,1,1,6,1,4,1,2,23,4,1,2,1,2
1,3,6,6,1,6,4,6,2,5,6,4,1,1,68,3,2,4,1,2
1,6,4,5,3,6,4,1,3,4,4,3,1,2,37,3,1,8,1,2
1,4,4,4,2,6,5,2,1,4,5,3,2, ,22,3,1, ,1,4
1,4,4,5,4,4,5,1,1,6,4,4,1,3,62,3,3,5,1,3
1,3,6,4,6,1,6,1,6,5,6,6,6,5,33,4,1,4,1,4
1,2,3,5,3,3,2,1,2,2,2,4,4,3,44,3,1,10,0,4
1,5,1,5,3,1,6,1,1,5,5,4,1,3,58,3,1,5,0,3
1,1,6,4,1,5,1,4,2,3,1,3,1,2,60,3,4,3,0,4
1,3,1,4,1,1,4,1,1,6,3,4,1,1,44,3,1,4,0,2
1,1,6,5,4,5,3,2,6,5,2,5,4,3,29,3,1, ,1,3
2,1,2,3,3,4,4,1,2,5,4,5,2,1,47,6,1,11,1,3
1,1,5,3,4,4,4,2,2,6,4,3,2,3,42,5,1,9,1,2
2,1,1,6,2,6,5,5,1,4,1,1,1,3,26,4,1,15,1,2
1,6,3,6,1,6,6,1,1,1,1,6,1,1,54,3,1,1,0,2
2,1,1,5,1,1,1,4,1,1,3,6,6,4,57,4,1,11,0,4
1,6,1,6,1,5,5,4,1,4,5,6,1,2,71,2,3,5,1,4
1,6,6,6,3,6,2,4,4,6,2,2,5,4,46,3,4,14,0,4
2,1,5,5,2,4,5,3,3,5,4,5,4,2,38, ,1,7,1,4
1,5,1,5,6,1,6,1,1,5,3,2,1,2,51,3,1,7,1,2
1,2,6,6,5,6,3,3,6,1,3,4,1, ,68,6,3, ,1,2
1,2,6,5,4,6,1,3,1,3,3,4,1,2,54,4,3,14,0,2
1,2,1,6,1,6,4,2,1,5,1,5,1,2,42,2,1,4,1,1
1,6,1,4,1,2,4,4,2,4,4,2,1,2,76,3,4,6,0,4
1,2,6,3,6,5,2,2,5,6,5,4,2,4,53,5,4,15,0,4
1,1,5,5,3,6,1,3,4,4,4,5,1,3,28,5,1,11,0,3
2,2,4,4,4,4,4,1,1,4,4,4,3,2,35,4,1,12,0,4
1,2,4,4,5,2,5,3,3,1,1,3,1,3,43,3,1,4,1,3
1,2,1,6,2,6,2,2,1,3,4,2,1,1,29,3,1,6,1,2
1,4,6,5,4,6,1,1,1,3,1,4,6,3,50,3,4,10,0,1
1,1,5,6,4,6,5,2,6,6,6,5,3,5,79,4,1,9,1,2
1,3,5,3,5,5,4,1,1,6,3,5,2,4,60,5,1,15,0,4
1,5,1,6,1,4,2,1,1,3,4,3,1,2,50,3,1,6,1,3
2,1,4,4,1,4,3,5,4,3,4,3,1,3,28,4,1,8,1,3
1,5,4,3,4,5,3,5,3,3,2,3,3,2,53,5,1,14,1,3
2,1,5,4,1,6,3,1,5,1,2,1,1,2,62,5,3,13,1,3
1,3,1,6,1,6,4,2,1,5,2,3,1,3,49,5,1,12,1,2
1,6,1,6,1,6,1,6,6,1,1,1,1,3,40,2,4,3,1,4
2,1,1,4,3,4,5,2,1,5,1,3,1,3,28,4,1,7,0,1
2,1,6,3,5,5,2,2,2,6,2,2,4,3,57,4,1,10,1,4
1,2,5,3,6,4,2,1,5,3,2,2,3,2,66,6,3,12,0,4
1,2,1,5,1,5,4,3,1,4,4,2,1,1,48,4,1,12,1,3
1,2,6,1,6,6,4,1,1,4,2,5,6,3,22,4,4,6,0,4
2,1,6,2,6,6,1,3,5,6,5,3,5,4,37,4,1,15,1,3
1,1,6,6,6,6,5,3,6,4,5,5,1,3,40,4,4,1,1,4
1,1,6,6,6,6,5,1,6,6,1,1,6,5,31,4,1,6,1,2
1,5,1,5,1,1,1,1,1,1,2,2,1,2,73,3,3,6,0,3
1,2,4,4,4,6,2,1,1,6,3,3,5,2,43,4,2,12,0,1
1,3,4,5,2,4,3,2,3,4,3,3,2,3,35,5,1, ,1,4
1,2,6,5,6,4,4,3,4,4,5,4,4,5,46,3,4,1,0,4
 ,3,1,1,3,2,2,3,3,2,1,2,5,2,36,3,1,6,0,3
2,1,5,2,6,4,3,2,3,4,1,2,4,3,26,6,4,10,0,2
1,2,1,3,3,4,3,2,2,4,3,3,1,1,23,4,4,6,0,1
1,4,4,4,5,3,5,1,2,4,1,4,4,3,32,4,1,3,0,3
1,6,6,6,2,1,1,6,2,1,5,6,1,2,74,3,1,3,1,1
2,1,4,4,1,5,6,6,1,1,4,4,4,3,41,4,1,5,0,1
1,1,1,4,1,5,1,4,1,6,4,4,4,3,30,3,1,5,1,1
1,4,4,4,6,6,6,6,6,6,1,6,6,1,57,2,3, ,0,1
2,1,2,3,5,1,5,2,2,5,2,4,2,3,33,4,1,11,1,3
1,3,4,6,1,2,6,1,2,3,2,2,2,2,51,3,1,10,1,3
1,4,3,6,4,5,1,1,4,6,1,3,3,1,55,3,4,1,0,4
1,6,6,6,6,6,1,5,1,6,3,6,6,4,26,3,1,4,1,3
1,2,6,4,6,6,4,1,4,4,4,3,4,4,52,4,1,13,0,3
1,4,6,5,5,6,5,1,5,4,2,2,6,2,40,4,2,7,0,4
1,2,1,3,1,4,2,1,1,5,2,4,1,2,37,5,2,12,0,4
1,5,6,5,5,4,2,2,2,4,2,5,3,2,82,4,3,7,0,1
1,6,4,4,1,2,4,1,1,5,1,2,1,2,43,2,4,5,0,4
